,date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
2527,Campeonato 1962 - Fecha 10,3.0,Argentinos,1,1,Quilmes,16.0
2528,Campeonato 1937 - Fecha 32,3.0,Quilmes,3,3,Argentinos,16.0
2529,Campeonato 1937 - Fecha 14,3.0,Argentinos,5,1,Quilmes,16.0
2530,Campeonato 1936 - Fecha 12,3.0,Argentinos,3,3,Quilmes,16.0
2531,Campeonato 1935 - Fecha 28,3.0,Quilmes,0,0,Argentinos,16.0
2532,Campeonato 1935 - Fecha 11,3.0,Argentinos,3,0,Quilmes,16.0
2533,Campeonato 1933 - Fecha 32,3.0,Argentinos,2,1,Quilmes,16.0
2534,Campeonato 1933 - Fecha 15,3.0,Quilmes,0,0,Argentinos,16.0
2535,Campeonato 1932 - Fecha 32,3.0,Quilmes,3,3,Argentinos,16.0
2536,Campeonato 1932 - Fecha 15,3.0,Argentinos,1,1,Quilmes,16.0
2537,Campeonato 1931 - Fecha 34,3.0,Argentinos,4,4,Quilmes,16.0
2538,Campeonato 1931 - Fecha 17,3.0,Quilmes,0,1,Argentinos,16.0
2539,Campeonato 1989/90 - Fecha 20,3.0,Argentinos,0,0,Racing (C),79.0
2540,Campeonato 1989/90 - Fecha 1,3.0,Racing (C),0,0,Argentinos,79.0
2541,Campeonato 1988/89 - Fecha 26,3.0,Argentinos,1,1,Racing (C),79.0
2542,Campeonato 1988/89 - Fecha 7,3.0,Racing (C),2,2,Argentinos,79.0
2543,Campeonato 1987/88 - Fecha 37,3.0,Racing (C),2,0,Argentinos,79.0
2544,Campeonato 1987/88 - Fecha 18,3.0,Argentinos,3,0,Racing (C),79.0
2545,Campeonato 1986/87  - Fecha 29,3.0,Racing (C),1,1,Argentinos,79.0
2546,Campeonato 1986/87  - Fecha 10,3.0,Argentinos,1,1,Racing (C),79.0
2547,Campeonato 1985/86  - Fecha 29,3.0,Argentinos,3,3,Racing (C),79.0
2548,Campeonato 1985/86  - Fecha 10,3.0,Racing (C),0,0,Argentinos,79.0
2549,Metropolitano 1984 - Fecha 35,3.0,Racing (C),1,1,Argentinos,79.0
2550,Metropolitano 1984 - Fecha 16,3.0,Argentinos,2,0,Racing (C),79.0
2551,Torneo Nacional 1984 - Grupo G,3.0,Racing (C),1,1,Argentinos,79.0
2552,Torneo Nacional 1984 - Grupo G,3.0,Argentinos,0,0,Racing (C),79.0
2553,Metropolitano 1983 - Fecha 32,3.0,Racing (C),0,1,Argentinos,79.0
2554,Metropolitano 1983 - Fecha 13,3.0,Argentinos,1,0,Racing (C),79.0
2555,Metropolitano 1982 - Fecha 26,3.0,Argentinos,2,2,Racing (C),79.0
2556,Metropolitano 1982 - Fecha 7,3.0,Racing (C),1,1,Argentinos,79.0
2557,Nacional 1980 - Cuartos de Final,3.0,Racing (C),3,1,Argentinos,79.0
2558,Nacional 1980 - Cuartos de Final,3.0,Argentinos,1,1,Racing (C),79.0
2559,Nacional 1978 - Grupo C,3.0,Racing (C),2,0,Argentinos,79.0
2560,Nacional 1978 - Grupo C,3.0,Argentinos,1,0,Racing (C),79.0
2561,Superliga 2019/20 - Fecha 18,3.0,Argentinos,1,1,Racing Club,17.0
2562,Superliga 2018/19 - Fecha 7,3.0,Argentinos,0,2,Racing Club,17.0
2563,Superliga 2017/18 - Fecha 5,3.0,Argentinos,2,0,Racing Club,17.0
2564,Torneo 2016 - Fecha 11,3.0,Racing Club,2,2,Argentinos,17.0
2565,Campeonato 2015 - Fecha 26,3.0,Racing Club,1,0,Argentinos,17.0
2566,Torneo Final 2014 - Fecha 15,3.0,Argentinos,0,1,Racing Club,17.0
2567,Torneo Inicial 2013 - Fecha 15,3.0,Racing Club,0,1,Argentinos,17.0
2568,Torneo Final 2013 - Fecha 2,3.0,Racing Club,2,0,Argentinos,17.0
2569,Torneo Inicial 2012 - Fecha 2,3.0,Argentinos,0,2,Racing Club,17.0
2570,Torneo Clausura 2012 - Fecha 14,3.0,Argentinos,2,1,Racing Club,17.0
2571,Torneo Apertura 2011 - Fecha 14,3.0,Racing Club,1,0,Argentinos,17.0
2572,Torneo Clausura 2011 - Fecha 11,3.0,Argentinos,2,1,Racing Club,17.0
2573,Torneo Apertura 2010 - Fecha 11,3.0,Racing Club,2,1,Argentinos,17.0
2574,Torneo Clausura 2010 - Fecha 9,3.0,Racing Club,0,1,Argentinos,17.0
2575,Torneo Apertura 2009 - Fecha 9,3.0,Argentinos,2,0,Racing Club,17.0
2576,Torneo Clausura 2009 - Fecha 4,3.0,Racing Club,1,1,Argentinos,17.0
2577,Torneo Apertura 2008 - Fecha 4,3.0,Argentinos,0,1,Racing Club,17.0
2578,Torneo Clausura 2008 - Fecha 14,3.0,Racing Club,1,1,Argentinos,17.0
2579,Torneo Apertura 2007 - Fecha 14,3.0,Argentinos,1,0,Racing Club,17.0
2580,Torneo Clausura 2007 - Fecha 6,3.0,Argentinos,1,0,Racing Club,17.0
2581,Torneo Apertura 2006 - Fecha 6,3.0,Racing Club,2,3,Argentinos,17.0
2582,Torneo Clausura 2006 - Fecha 13,3.0,Argentinos,2,0,Racing Club,17.0
2583,Torneo Apertura 2005 - Fecha 13,3.0,Racing Club,3,0,Argentinos,17.0
2584,Torneo Clausura 2005 - Fecha 1,3.0,Argentinos,1,0,Racing Club,17.0
2585,Torneo Apertura 2004 - Fecha 1,3.0,Racing Club,1,0,Argentinos,17.0
2586,Torneo Clausura 2002 - Fecha 1,3.0,Argentinos,2,2,Racing Club,17.0
2587,Torneo Apertura 2001 - Fecha 1,3.0,Racing Club,2,1,Argentinos,17.0
2588,Torneo Clausura 2001 - Fecha 6,3.0,Argentinos,2,0,Racing Club,17.0
2589,Torneo Apertura 2000 - Fecha 6,3.0,Racing Club,0,0,Argentinos,17.0
2590,Torneo Clausura 2000 - Fecha 13,3.0,Argentinos,2,1,Racing Club,17.0
2591,Torneo Apertura 1999 - Fecha 13,3.0,Racing Club,3,3,Argentinos,17.0
2592,Torneo Clausura 1999 - Fecha 13,3.0,Argentinos,1,0,Racing Club,17.0
2593,Torneo Apertura 1998 - Fecha 13,3.0,Racing Club,3,3,Argentinos,17.0
2594,Torneo Clausura 1998 - Fecha 14,3.0,Argentinos,2,0,Racing Club,17.0
2595,Torneo Apertura 1997 - Fecha 14,3.0,Racing Club,1,2,Argentinos,17.0
2596,Torneo Clausura 1996 - Fecha 1,3.0,Argentinos,1,3,Racing Club,17.0
2597,Torneo Apertura 1995 - Fecha 1,3.0,Racing Club,2,0,Argentinos,17.0
2598,Torneo Clausura 1995 - Fecha 18,3.0,Argentinos,0,1,Racing Club,17.0
2599,Torneo Apertura 1994 - Fecha 18,3.0,Racing Club,2,1,Argentinos,17.0
2600,Torneo Clausura 1994 - Fecha 6,3.0,Argentinos,0,1,Racing Club,17.0
2601,Torneo Apertura 1993 - Fecha 6,3.0,Racing Club,0,2,Argentinos,17.0
2602,Torneo Clausura 1993 - Fecha 3,3.0,Argentinos,0,2,Racing Club,17.0
2603,Torneo Apertura 1992 - Fecha 3,3.0,Racing Club,1,0,Argentinos,17.0
2604,Torneo Clausura 1992 - Fecha 9,3.0,Argentinos,0,0,Racing Club,17.0
2605,Torneo Apertura 1991 - Fecha 9,3.0,Racing Club,0,0,Argentinos,17.0
2606,Torneo Clausura 1991 - Fecha 18,3.0,Argentinos,0,0,Racing Club,17.0
2607,Campeonato 1990/91 - Fecha 18,3.0,Racing Club,2,2,Argentinos,17.0
2608,Campeonato 1989/90 - Fecha 36,3.0,Racing Club,1,2,Argentinos,17.0
2609,Campeonato 1989/90 - Fecha 17,3.0,Argentinos,1,2,Racing Club,17.0
2610,Campeonato 1988/89 - Fecha 31,3.0,Racing Club,2,0,Argentinos,17.0
2611,Campeonato 1988/89 - Fecha 12,3.0,Argentinos,2,2,Racing Club,17.0
2612,Campeonato 1987/88 - Liguilla Libertadores,3.0,Racing Club,3,1,Argentinos,17.0
2613,Campeonato 1987/88 - Liguilla Libertadores,3.0,Argentinos,1,1,Racing Club,17.0
2614,Campeonato 1987/88 - Fecha 29,3.0,Argentinos,1,3,Racing Club,17.0
2615,Campeonato 1987/88 - Fecha 10,3.0,Racing Club,2,2,Argentinos,17.0
2616,Campeonato 1986/87  - Fecha 34,3.0,Argentinos,0,1,Racing Club,17.0
2617,Campeonato 1986/87  - Fecha 15,3.0,Racing Club,1,1,Argentinos,17.0
2618,Metropolitano 1983 - Fecha 23,3.0,Argentinos,1,0,Racing Club,17.0
2619,Metropolitano 1983 - Fecha 4,3.0,Racing Club,1,1,Argentinos,17.0
2620,Metropolitano 1982 - Fecha 21,3.0,Racing Club,2,1,Argentinos,17.0
2621,Metropolitano 1982 - Fecha 2,3.0,Argentinos,0,0,Racing Club,17.0
2622,Metropolitano 1981 - Fecha 27,3.0,Argentinos,1,1,Racing Club,17.0
2623,Metropolitano 1981 - Fecha 10,3.0,Racing Club,2,2,Argentinos,17.0
2624,Nacional 1981 - Grupo A,3.0,Argentinos,0,0,Racing Club,17.0
2625,Nacional 1981 - Grupo A,3.0,Racing Club,1,1,Argentinos,17.0
2626,Metropolitano 1980 - Fecha 29,3.0,Argentinos,1,0,Racing Club,17.0
2627,Metropolitano 1980 - Fecha 10,3.0,Racing Club,2,2,Argentinos,17.0
2628,Metropolitano 1979 - Grupo A,3.0,Racing Club,3,1,Argentinos,17.0
2629,Metropolitano 1979 - Grupo A,3.0,Argentinos,1,5,Racing Club,17.0
2630,Nacional 1979 - Grupo C,3.0,Racing Club,2,2,Argentinos,17.0
2631,Nacional 1979 - Grupo C,3.0,Argentinos,1,1,Racing Club,17.0
2632,Metropolitano 1978 - Fecha 42,3.0,Racing Club,2,2,Argentinos,17.0
2633,Metropolitano 1978 - Fecha 21,3.0,Argentinos,2,4,Racing Club,17.0
2634,Metropolitano 1977 - Fecha 27,3.0,Argentinos,1,1,Racing Club,17.0
2635,Metropolitano 1977 - Fecha 4,3.0,Racing Club,2,1,Argentinos,17.0
2636,Metropolitano 1976 - Grupo Descenso,3.0,Racing Club,1,1,Argentinos,17.0
2637,Metropolitano 1976 - Grupo B,3.0,Argentinos,1,1,Racing Club,17.0
2638,Metropolitano 1976 - Grupo B,3.0,Racing Club,6,3,Argentinos,17.0
2639,Metropolitano 1975 - Fecha 31,3.0,Argentinos,0,0,Racing Club,17.0
2640,Metropolitano 1975 - Fecha 12,3.0,Racing Club,3,2,Argentinos,17.0
2641,Metropolitano 1973 - Fecha 32,3.0,Racing Club,2,0,Argentinos,17.0
2642,Metropolitano 1973 - Fecha 15,3.0,Argentinos,2,0,Racing Club,17.0
2643,Metropolitano 1972 - Fecha 24,3.0,Argentinos,2,2,Racing Club,17.0
2644,Metropolitano 1972 - Fecha 7,3.0,Racing Club,1,1,Argentinos,17.0
2645,Nacional 1972 - Grupo B,3.0,Racing Club,1,2,Argentinos,17.0
2646,Metropolitano 1971 - Fecha 27,3.0,Argentinos,1,1,Racing Club,17.0
2647,Metropolitano 1971 - Fecha 8,3.0,Racing Club,0,2,Argentinos,17.0
2648,Metropolitano 1970 - Fecha 14,3.0,Racing Club,0,0,Argentinos,17.0
2649,Metropolitano 1969 - Grupo B,3.0,Argentinos,0,2,Racing Club,17.0
2650,Metropolitano 1969 - Grupo B,3.0,Racing Club,0,0,Argentinos,17.0
2651,Metropolitano 1967 - Grupo A,3.0,Argentinos,0,2,Racing Club,17.0
2652,Metropolitano 1967 - Grupo A,3.0,Racing Club,3,0,Argentinos,17.0
2653,Campeonato 1966 - Fecha 29,3.0,Racing Club,3,0,Argentinos,17.0
2654,Campeonato 1966 - Fecha 10,3.0,Argentinos,0,0,Racing Club,17.0
2655,Campeonato 1965 - Fecha 29,3.0,Racing Club,2,1,Argentinos,17.0
2656,Campeonato 1965 - Fecha 12,3.0,Argentinos,1,3,Racing Club,17.0
2657,Campeonato 1964 - Fecha 29,3.0,Racing Club,3,2,Argentinos,17.0
2658,Campeonato 1964 - Fecha 14,3.0,Argentinos,2,3,Racing Club,17.0
2659,Campeonato 1963 - Fecha 19,3.0,Argentinos,1,1,Racing Club,17.0
2660,Campeonato 1963 - Fecha 6,3.0,Racing Club,2,1,Argentinos,17.0
2661,Campeonato 1962 - Fecha 21,3.0,Argentinos,0,0,Racing Club,17.0
2662,Campeonato 1962 - Fecha 6,3.0,Racing Club,3,0,Argentinos,17.0
2663,Campeonato 1961 - Fecha 18,3.0,Argentinos,0,1,Racing Club,17.0
2664,Campeonato 1961 - Fecha 1,3.0,Racing Club,3,2,Argentinos,17.0
2665,Campeonato 1960 - Fecha 30,3.0,Racing Club,4,1,Argentinos,17.0
2666,Campeonato 1960 - Fecha 15,3.0,Argentinos,1,1,Racing Club,17.0
2667,Campeonato 1959 - Fecha 30,3.0,Argentinos,1,2,Racing Club,17.0
2668,Campeonato 1959 - Fecha 15,3.0,Racing Club,5,2,Argentinos,17.0
2669,Campeonato 1958 - Fecha 22,3.0,Racing Club,5,2,Argentinos,17.0
2670,Campeonato 1958 - Fecha 7,3.0,Argentinos,1,1,Racing Club,17.0
2671,Campeonato 1957 - Fecha 21,3.0,Racing Club,5,2,Argentinos,17.0
2672,Campeonato 1957 - Fecha 6,3.0,Argentinos,3,1,Racing Club,17.0
2673,Campeonato 1956 - Fecha 28,3.0,Argentinos,1,1,Racing Club,17.0
2674,Campeonato 1956 - Fecha 13,3.0,Racing Club,2,3,Argentinos,17.0
2675,Campeonato 1937 - Fecha 21,3.0,Racing Club,6,2,Argentinos,17.0
2676,Campeonato 1937 - Fecha 3,3.0,Argentinos,0,5,Racing Club,17.0
2677,Campeonato 1936 - Fecha 4,3.0,Argentinos,1,4,Racing Club,17.0
2678,Copa de Honor 1936 - Fecha 4,3.0,Racing Club,2,0,Argentinos,17.0
2679,Campeonato 1935 - Fecha 29,3.0,Argentinos,1,2,Racing Club,17.0
2680,Campeonato 1935 - Fecha 12,3.0,Racing Club,5,1,Argentinos,17.0
2681,Campeonato 1934 - Fecha 31,3.0,Racing Club,7,2,Argentinos,17.0
2682,Campeonato 1933 - Fecha 30,3.0,Argentinos,1,1,Racing Club,17.0
2683,Campeonato 1933 - Fecha 13,3.0,Racing Club,1,0,Argentinos,17.0
2684,Campeonato 1932 - Fecha 21,3.0,Racing Club,1,0,Argentinos,17.0
2685,Campeonato 1932 - Fecha 4,3.0,Argentinos,0,2,Racing Club,17.0
2686,Campeonato 1931 - Fecha 23,3.0,Racing Club,3,1,Argentinos,17.0
2687,Campeonato 1931 - Fecha 6,3.0,Argentinos,4,3,Racing Club,17.0
2688,Superliga 2019/20 - Fecha 1,3.0,Argentinos,1,1,River Plate,18.0
2689,Superliga 2018/19 - Fecha 3,3.0,River Plate,0,0,Argentinos,18.0
2690,Superliga 2017/18 - Fecha 4,3.0,River Plate,1,1,Argentinos,18.0
2691,Campeonato 2015 - Fecha 9,3.0,Argentinos,1,2,River Plate,18.0
2692,Torneo Final 2014 - Fecha 18,3.0,Argentinos,0,2,River Plate,18.0
2693,Torneo Inicial 2013 - Fecha 18,3.0,River Plate,1,0,Argentinos,18.0
2694,Torneo Final 2013 - Fecha 16,3.0,Argentinos,2,0,River Plate,18.0
2695,Torneo Inicial 2012 - Fecha 16,3.0,River Plate,0,0,Argentinos,18.0
2696,Torneo Clausura 2011 - Fecha 4,3.0,River Plate,0,0,Argentinos,18.0
2697,Torneo Apertura 2010 - Fecha 4,3.0,Argentinos,0,0,River Plate,18.0
2698,Torneo Clausura 2010 - Fecha 11,3.0,River Plate,0,1,Argentinos,18.0
2699,Torneo Apertura 2009 - Fecha 11,3.0,Argentinos,1,2,River Plate,18.0
2700,Torneo Clausura 2009 - Fecha 16,3.0,Argentinos,0,0,River Plate,18.0
2701,Torneo Apertura 2008 - Fecha 16,3.0,River Plate,1,2,Argentinos,18.0
2702,Torneo Clausura 2008 - Fecha 12,3.0,River Plate,4,2,Argentinos,18.0
2703,Torneo Apertura 2007 - Fecha 12,3.0,Argentinos,4,1,River Plate,18.0
2704,Torneo Clausura 2007 - Fecha 4,3.0,Argentinos,2,1,River Plate,18.0
2705,Torneo Apertura 2006 - Fecha 4,3.0,River Plate,2,0,Argentinos,18.0
2706,Torneo Clausura 2006 - Fecha 16,3.0,River Plate,2,2,Argentinos,18.0
2707,Torneo Apertura 2005 - Fecha 16,3.0,Argentinos,1,0,River Plate,18.0
2708,Torneo Clausura 2005 - Fecha 3,3.0,Argentinos,3,3,River Plate,18.0
2709,Torneo Apertura 2004 - Fecha 3,3.0,River Plate,1,0,Argentinos,18.0
2710,Torneo Clausura 2002 - Fecha 18,3.0,River Plate,5,1,Argentinos,18.0
2711,Torneo Apertura 2001 - Fecha 18,3.0,Argentinos,1,3,River Plate,18.0
2712,Torneo Clausura 2001 - Fecha 11,3.0,River Plate,3,2,Argentinos,18.0
2713,Torneo Apertura 2000 - Fecha 11,3.0,Argentinos,2,2,River Plate,18.0
2714,Torneo Clausura 2000 - Fecha 8,3.0,River Plate,2,2,Argentinos,18.0
2715,Torneo Apertura 1999 - Fecha 8,3.0,Argentinos,2,0,River Plate,18.0
2716,Torneo Clausura 1999 - Fecha 2,3.0,River Plate,2,0,Argentinos,18.0
2717,Torneo Apertura 1998 - Fecha 2,3.0,Argentinos,0,1,River Plate,18.0
2718,Torneo Clausura 1998 - Fecha 19,3.0,River Plate,1,1,Argentinos,18.0
2719,Torneo Apertura 1997 - Fecha 19,3.0,Argentinos,1,1,River Plate,18.0
2720,Torneo Clausura 1996 - Fecha 19,3.0,River Plate,0,0,Argentinos,18.0
2721,Torneo Apertura 1995 - Fecha 19,3.0,Argentinos,3,1,River Plate,18.0
2722,Torneo Clausura 1995 - Fecha 4,3.0,Argentinos,2,4,River Plate,18.0
2723,Torneo Apertura 1994 - Fecha 4,3.0,River Plate,3,2,Argentinos,18.0
2724,Torneo Clausura 1994 - Fecha 19,3.0,Argentinos,0,0,River Plate,18.0
2725,Torneo Apertura 1993 - Fecha 19,3.0,River Plate,1,1,Argentinos,18.0
2726,Torneo Clausura 1993 - Fecha 19,3.0,River Plate,0,2,Argentinos,18.0
2727,Torneo Apertura 1992 - Fecha 19,3.0,Argentinos,1,1,River Plate,18.0
2728,Torneo Clausura 1992 - Fecha 17,3.0,Argentinos,1,0,River Plate,18.0
2729,Torneo Apertura 1991 - Fecha 17,3.0,River Plate,0,1,Argentinos,18.0
2730,Torneo Clausura 1991 - Fecha 10,3.0,Argentinos,1,1,River Plate,18.0
2731,Campeonato 1990/91 - Fecha 10,3.0,River Plate,1,2,Argentinos,18.0
2732,Campeonato 1989/90 - Fecha 22,3.0,Argentinos,0,0,River Plate,18.0
2733,Campeonato 1989/90 - Fecha 3,3.0,River Plate,1,0,Argentinos,18.0
2734,Campeonato 1988/89 - Liguilla Libertadores,3.0,River Plate,4,0,Argentinos,18.0
2735,Campeonato 1988/89 - Liguilla Libertadores,3.0,Argentinos,0,1,River Plate,18.0
2736,Campeonato 1988/89 - Liguilla Libertadores,3.0,River Plate,1,0,Argentinos,18.0
2737,Campeonato 1988/89 - Liguilla Libertadores,3.0,Argentinos,2,0,River Plate,18.0
2738,Campeonato 1988/89 - Fecha 33,3.0,River Plate,2,2,Argentinos,18.0
2739,Campeonato 1988/89 - Fecha 14,3.0,Argentinos,3,2,River Plate,18.0
2740,Campeonato 1987/88 - Fecha 21,3.0,Argentinos,3,0,River Plate,18.0
2741,Campeonato 1987/88 - Fecha 2,3.0,River Plate,1,1,Argentinos,18.0
2742,Campeonato 1986/87  - Fecha 24,3.0,Argentinos,1,2,River Plate,18.0
2743,Campeonato 1986/87  - Fecha 5,3.0,River Plate,0,0,Argentinos,18.0
2744,Campeonato 1985/86  - Fecha 26,3.0,River Plate,5,4,Argentinos,18.0
2745,Campeonato 1985/86  - Fecha 7,3.0,Argentinos,0,0,River Plate,18.0
2746,Metropolitano 1984 - Fecha 22,3.0,Argentinos,1,1,River Plate,18.0
2747,Metropolitano 1984 - Fecha 3,3.0,River Plate,2,1,Argentinos,18.0
2748,Metropolitano 1983 - Fecha 35,3.0,Argentinos,1,0,River Plate,18.0
2749,Metropolitano 1983 - Fecha 16,3.0,River Plate,1,1,Argentinos,18.0
2750,Torneo Nacional 1983 - Torneo Nacional,3.0,Argentinos,1,0,River Plate,18.0
2751,Torneo Nacional 1983 - Torneo Nacional,3.0,River Plate,0,0,Argentinos,18.0
2752,Metropolitano 1982 - Fecha 20,3.0,Argentinos,3,1,River Plate,18.0
2753,Metropolitano 1982 - Fecha 1,3.0,River Plate,2,1,Argentinos,18.0
2754,Metropolitano 1981 - Fecha 20,3.0,Argentinos,1,6,River Plate,18.0
2755,Metropolitano 1981 - Fecha 3,3.0,River Plate,2,3,Argentinos,18.0
2756,Metropolitano 1980 - Fecha 37,3.0,Argentinos,4,2,River Plate,18.0
2757,Metropolitano 1980 - Fecha 18,3.0,River Plate,0,2,Argentinos,18.0
2758,Metropolitano 1979 - Grupo A,3.0,River Plate,1,0,Argentinos,18.0
2759,Metropolitano 1979 - Grupo A,3.0,Argentinos,3,1,River Plate,18.0
2760,Metropolitano 1978 - Fecha 22,3.0,Argentinos,2,1,River Plate,18.0
2761,Metropolitano 1978 - Fecha 1,3.0,River Plate,2,1,Argentinos,18.0
2762,Metropolitano 1977 - Fecha 31,3.0,River Plate,2,1,Argentinos,18.0
2763,Metropolitano 1977 - Fecha 8,3.0,Argentinos,0,2,River Plate,18.0
2764,Metropolitano 1976 - Grupo B,3.0,River Plate,1,0,Argentinos,18.0
2765,Metropolitano 1976 - Grupo B,3.0,Argentinos,2,5,River Plate,18.0
2766,Metropolitano 1975 - Fecha 37,3.0,Argentinos,0,1,River Plate,18.0
2767,Metropolitano 1975 - Fecha 18,3.0,River Plate,2,0,Argentinos,18.0
2768,Nacional 1974 - Grupo B,3.0,Argentinos,2,4,River Plate,18.0
2769,Nacional 1974 - Grupo B,3.0,River Plate,3,2,Argentinos,18.0
2770,Metropolitano 1973 - Fecha 19,3.0,River Plate,1,0,Argentinos,18.0
2771,Metropolitano 1973 - Fecha 2,3.0,Argentinos,3,5,River Plate,18.0
2772,Metropolitano 1972 - Fecha 23,3.0,River Plate,1,1,Argentinos,18.0
2773,Metropolitano 1972 - Fecha 6,3.0,Argentinos,1,1,River Plate,18.0
2774,Metropolitano 1971 - Fecha 36,3.0,River Plate,1,3,Argentinos,18.0
2775,Metropolitano 1971 - Fecha 17,3.0,Argentinos,1,1,River Plate,18.0
2776,Nacional 1971 - Grupo A,3.0,Argentinos,0,1,River Plate,18.0
2777,Metropolitano 1970 - Fecha 10,3.0,River Plate,1,1,Argentinos,18.0
2778,Metropolitano 1969 - Grupo B,3.0,River Plate,4,2,Argentinos,18.0
2779,Metropolitano 1969 - Grupo B,3.0,Argentinos,1,2,River Plate,18.0
2780,Metropolitano 1968 - Grupo B,3.0,River Plate,1,0,Argentinos,18.0
2781,Metropolitano 1968 - Grupo B,3.0,Argentinos,2,0,River Plate,18.0
2782,Campeonato 1966 - Fecha 37,3.0,River Plate,3,1,Argentinos,18.0
2783,Campeonato 1966 - Fecha 18,3.0,Argentinos,0,0,River Plate,18.0
2784,Campeonato 1965 - Fecha 34,3.0,Argentinos,0,1,River Plate,18.0
2785,Campeonato 1965 - Fecha 17,3.0,River Plate,2,1,Argentinos,18.0
2786,Campeonato 1964 - Fecha 17,3.0,Argentinos,1,1,River Plate,18.0
2787,Campeonato 1964 - Fecha 2,3.0,River Plate,1,0,Argentinos,18.0
2788,Campeonato 1963 - Fecha 26,3.0,River Plate,3,2,Argentinos,18.0
2789,Campeonato 1963 - Fecha 13,3.0,Argentinos,0,5,River Plate,18.0
2790,Campeonato 1962 - Fecha 23,3.0,Argentinos,2,3,River Plate,18.0
2791,Campeonato 1962 - Fecha 8,3.0,River Plate,2,0,Argentinos,18.0
2792,Campeonato 1961 - Fecha 28,3.0,River Plate,3,0,Argentinos,18.0
2793,Campeonato 1961 - Fecha 13,3.0,Argentinos,1,1,River Plate,18.0
2794,Campeonato 1960 - Fecha 28,3.0,River Plate,5,1,Argentinos,18.0
2795,Campeonato 1960 - Fecha 13,3.0,Argentinos,0,1,River Plate,18.0
2796,Campeonato 1959 - Fecha 28,3.0,Argentinos,1,1,River Plate,18.0
2797,Campeonato 1959 - Fecha 13,3.0,River Plate,2,1,Argentinos,18.0
2798,Campeonato 1958 - Fecha 18,3.0,River Plate,3,2,Argentinos,18.0
2799,Campeonato 1958 - Fecha 3,3.0,Argentinos,2,4,River Plate,18.0
2800,Campeonato 1957 - Fecha 20,3.0,Argentinos,4,1,River Plate,18.0
2801,Campeonato 1957 - Fecha 5,3.0,River Plate,6,2,Argentinos,18.0
2802,Campeonato 1956 - Fecha 25,3.0,River Plate,3,1,Argentinos,18.0
2803,Campeonato 1956 - Fecha 10,3.0,Argentinos,1,2,River Plate,18.0
2804,Campeonato 1937 - Fecha 33,3.0,Argentinos,0,6,River Plate,18.0
2805,Campeonato 1937 - Fecha 15,3.0,River Plate,3,1,Argentinos,18.0
2806,Campeonato 1936 - Fecha 7,3.0,River Plate,5,1,Argentinos,18.0
2807,Copa de Honor 1936 - Fecha 7,3.0,Argentinos,0,5,River Plate,18.0
2808,Campeonato 1935 - Fecha 26,3.0,River Plate,4,1,Argentinos,18.0
2809,Campeonato 1935 - Fecha 9,3.0,Argentinos,1,5,River Plate,18.0
2810,Campeonato 1934 - Fecha 36,3.0,River Plate,5,2,Argentinos,18.0
2811,Campeonato 1933 - Fecha 29,3.0,River Plate,2,0,Argentinos,18.0
2812,Campeonato 1933 - Fecha 12,3.0,Argentinos,1,2,River Plate,18.0
2813,Campeonato 1932 - Fecha 20,3.0,River Plate,5,2,Argentinos,18.0
2814,Campeonato 1932 - Fecha 3,3.0,Argentinos,1,2,River Plate,18.0
2815,Campeonato 1931 - Fecha 31,3.0,Argentinos,2,4,River Plate,18.0
2816,Campeonato 1931 - Fecha 14,3.0,River Plate,4,3,Argentinos,18.0
2817,Superliga 2019/20 - Fecha 23,3.0,Argentinos,2,1,Rosario Central,35.0
2818,Superliga 2018/19 - Fecha 24,3.0,Argentinos,0,2,Rosario Central,35.0
2819,Superliga 2017/18 - Fecha 6,3.0,Rosario Central,1,3,Argentinos,35.0
2820,Campeonato 2015 - Fecha 28,3.0,Rosario Central,2,0,Argentinos,35.0
2821,Torneo Final 2014 - Fecha 19,3.0,Rosario Central,3,2,Argentinos,35.0
2822,Torneo Inicial 2013 - Fecha 19,3.0,Argentinos,1,2,Rosario Central,35.0
2823,Torneo Clausura 2010 - Fecha 13,3.0,Rosario Central,0,1,Argentinos,35.0
2824,Torneo Apertura 2009 - Fecha 13,3.0,Argentinos,1,1,Rosario Central,35.0
2825,Torneo Clausura 2009 - Fecha 17,3.0,Rosario Central,2,1,Argentinos,35.0
2826,Torneo Apertura 2008 - Fecha 17,3.0,Argentinos,0,0,Rosario Central,35.0
2827,Torneo Clausura 2008 - Fecha 19,3.0,Argentinos,2,1,Rosario Central,35.0
2828,Torneo Apertura 2007 - Fecha 19,3.0,Rosario Central,1,1,Argentinos,35.0
2829,Torneo Clausura 2007 - Fecha 15,3.0,Argentinos,0,0,Rosario Central,35.0
2830,Torneo Apertura 2006 - Fecha 15,3.0,Rosario Central,2,1,Argentinos,35.0
2831,Torneo Clausura 2006 - Fecha 7,3.0,Rosario Central,1,1,Argentinos,35.0
2832,Torneo Apertura 2005 - Fecha 7,3.0,Argentinos,1,0,Rosario Central,35.0
2833,Torneo Clausura 2005 - Fecha 16,3.0,Rosario Central,1,1,Argentinos,35.0
2834,Torneo Apertura 2004 - Fecha 16,3.0,Argentinos,0,2,Rosario Central,35.0
2835,Torneo Clausura 2002 - Fecha 2,3.0,Rosario Central,2,1,Argentinos,35.0
