,date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
0,Nacional 1976 - Grupo C,22.0,All Boys,2,0,Aldosivi,2.0
1,Nacional 1976 - Grupo C,22.0,Aldosivi,4,0,All Boys,2.0
2,Superliga 2019/20 - Fecha 2,22.0,Aldosivi,0,0,Argentinos,3.0
3,Superliga 2018/19 - Fecha 15,22.0,Argentinos,1,2,Aldosivi,3.0
4,Torneo 2016 - Fecha 2,22.0,Aldosivi,3,2,Argentinos,3.0
5,Campeonato 2015 - Fecha 11,22.0,Argentinos,0,1,Aldosivi,3.0
6,Nacional 1975 - Grupo B,22.0,Argentinos,1,1,Aldosivi,3.0
7,Nacional 1975 - Grupo B,22.0,Aldosivi,3,4,Argentinos,3.0
8,Superliga 2019/20 - Fecha 23,22.0,Arsenal,4,0,Aldosivi,4.0
9,Campeonato 2016/17 - Fecha 17,22.0,Aldosivi,2,1,Arsenal,4.0
10,Campeonato 2015 - Fecha 7,22.0,Arsenal,0,3,Aldosivi,4.0
11,Campeonato 2016/17 - Fecha 15,22.0,Aldosivi,1,0,Atl Rafaela,24.0
12,Torneo 2016 - Fecha 15,22.0,Aldosivi,2,1,Atl Rafaela,24.0
13,Campeonato 2015 - Fecha 19,22.0,Atl Rafaela,2,1,Aldosivi,24.0
14,Superliga 2019/20 - Fecha 4,22.0,Aldosivi,3,0,Atl Tucuman,25.0
15,Superliga 2018/19 - Fecha 24,22.0,Atl Tucuman,1,0,Aldosivi,25.0
16,Campeonato 2016/17 - Fecha 16,22.0,Atl Tucuman,0,0,Aldosivi,25.0
17,Torneo 2016 - Fecha 7,22.0,Atl Tucuman,1,1,Aldosivi,25.0
18,Nacional 1975 - Grupo B,22.0,Atl Tucuman,3,2,Aldosivi,25.0
19,Nacional 1975 - Grupo B,22.0,Aldosivi,1,3,Atl Tucuman,25.0
20,Superliga 2019/20 - Fecha 21,22.0,Banfield,0,1,Aldosivi,5.0
21,Superliga 2018/19 - Fecha 11,22.0,Aldosivi,1,4,Banfield,5.0
22,Campeonato 2016/17 - Fecha 3,22.0,Aldosivi,1,3,Banfield,5.0
23,Campeonato 2015 - Liguilla Sudamericana,22.0,Banfield,1,1,Aldosivi,5.0
24,Campeonato 2015 - Liguilla Sudamericana,22.0,Aldosivi,2,3,Banfield,5.0
25,Campeonato 2015 - Fecha 12,22.0,Aldosivi,0,3,Banfield,5.0
26,Superliga 2018/19 - Fecha 6,22.0,Aldosivi,2,0,Belgrano,26.0
27,Campeonato 2016/17 - Fecha 6,22.0,Belgrano,0,0,Aldosivi,26.0
28,Campeonato 2015 - Fecha 5,22.0,Belgrano,0,1,Aldosivi,26.0
29,Superliga 2019/20 - Fecha 3,22.0,Boca Juniors,2,0,Aldosivi,6.0
30,Superliga 2018/19 - Fecha 25,22.0,Aldosivi,1,1,Boca Juniors,6.0
31,Campeonato 2016/17 - Fecha 28,22.0,Aldosivi,0,4,Boca Juniors,6.0
32,Torneo 2016 - Fecha 11,22.0,Boca Juniors,4,1,Aldosivi,6.0
33,Campeonato 2015 - Fecha 13,22.0,Boca Juniors,0,3,Aldosivi,6.0
34,Nacional 1975 - Grupo B,22.0,Boca Juniors,1,2,Aldosivi,6.0
35,Nacional 1975 - Grupo B,22.0,Aldosivi,1,4,Boca Juniors,6.0
36,Superliga 2019/20 - Fecha 19,22.0,Aldosivi,0,2,Central Cba (SdE),78.0
37,Nacional 1974 - Grupo C,22.0,Chacarita,4,1,Aldosivi,28.0
38,Nacional 1974 - Grupo C,22.0,Aldosivi,2,2,Chacarita,28.0
39,Nacional 1975 - Fecha Intergrupo,22.0,Aldosivi,1,1,Cipolletti,49.0
40,Nacional 1975 - Fecha Intergrupo,22.0,Cipolletti,0,1,Aldosivi,49.0
41,Superliga 2019/20 - Fecha 16,22.0,Colon,0,2,Aldosivi,7.0
42,Superliga 2018/19 - Fecha 23,22.0,Aldosivi,3,0,Colon,7.0
43,Campeonato 2016/17 - Fecha 1,22.0,Aldosivi,0,2,Colon,7.0
44,Campeonato 2015 - Fecha 20,22.0,Aldosivi,1,1,Colon,7.0
45,Campeonato 2015 - Fecha 30,22.0,Crucero (M),0,2,Aldosivi,80.0
46,Campeonato 2015 - Fecha 24,22.0,Aldosivi,2,0,Crucero (M),80.0
47,Superliga 2019/20 - Fecha 10,22.0,Aldosivi,1,0,Def y Justicia,29.0
48,Superliga 2018/19 - Fecha 21,22.0,Aldosivi,0,1,Def y Justicia,29.0
49,Campeonato 2016/17 - Fecha 9,22.0,Aldosivi,0,0,Def y Justicia,29.0
50,Torneo 2016 - Fecha 5,22.0,Def y Justicia,4,0,Aldosivi,29.0
51,Campeonato 2015 - Fecha 21,22.0,Def y Justicia,4,0,Aldosivi,29.0
52,Nacional 1974 - Grupo C,22.0,Dep Mandiyu (C),1,1,Aldosivi,172.0
53,Nacional 1974 - Grupo C,22.0,Aldosivi,2,0,Dep Mandiyu (C),172.0
54,Superliga 2019/20 - Fecha 1,22.0,Estudiantes (LP),1,0,Aldosivi,8.0
55,Superliga 2018/19 - Fecha 5,22.0,Estudiantes (LP),0,2,Aldosivi,8.0
56,Campeonato 2016/17 - Fecha 19,22.0,Aldosivi,1,4,Estudiantes (LP),8.0
57,Torneo 2016 - Fecha 4,22.0,Aldosivi,1,2,Estudiantes (LP),8.0
58,Campeonato 2015 - Fecha 23,22.0,Estudiantes (LP),2,1,Aldosivi,8.0
59,Nacional 1975 - Grupo B,22.0,Aldosivi,1,0,Ferro,30.0
60,Nacional 1975 - Grupo B,22.0,Ferro,3,1,Aldosivi,30.0
61,Nacional 1974 - Grupo C,22.0,Aldosivi,0,2,Ferro,30.0
62,Nacional 1974 - Grupo C,22.0,Ferro,2,1,Aldosivi,30.0
63,Superliga 2019/20 - Fecha 13,22.0,Aldosivi,0,3,Gimnasia (LP),9.0
64,Superliga 2018/19 - Fecha 20,22.0,Aldosivi,0,0,Gimnasia (LP),9.0
65,Campeonato 2016/17 - Fecha 20,22.0,Gimnasia (LP),1,0,Aldosivi,9.0
66,Campeonato 2015 - Fecha 9,22.0,Gimnasia (LP),4,1,Aldosivi,9.0
67,Nacional 1975 - Grupo B,22.0,Gimnasia (LP),4,0,Aldosivi,9.0
68,Nacional 1975 - Grupo B,22.0,Aldosivi,2,1,Gimnasia (LP),9.0
69,Superliga 2019/20 - Fecha 11,22.0,Godoy Cruz,3,2,Aldosivi,10.0
70,Superliga 2018/19 - Fecha 9,22.0,Godoy Cruz,2,0,Aldosivi,10.0
71,Campeonato 2016/17 - Fecha 8,22.0,Godoy Cruz,3,1,Aldosivi,10.0
72,Campeonato 2015 - Fecha 8,22.0,Aldosivi,2,0,Godoy Cruz,10.0
73,Nacional 1974 - Grupo C,22.0,Godoy Cruz,2,1,Aldosivi,10.0
74,Nacional 1974 - Grupo C,22.0,Aldosivi,3,1,Godoy Cruz,10.0
75,Superliga 2019/20 - Fecha 20,22.0,Huracan,0,2,Aldosivi,11.0
76,Superliga 2018/19 - Fecha 2,22.0,Aldosivi,2,1,Huracan,11.0
77,Campeonato 2016/17 - Fecha 23,22.0,Aldosivi,0,3,Huracan,11.0
78,Torneo 2016 - Fecha 3,22.0,Huracan,2,0,Aldosivi,11.0
79,Campeonato 2015 - Fecha 25,22.0,Aldosivi,0,0,Huracan,11.0
80,Nacional 1976 - Grupo C,22.0,Huracan,4,1,Aldosivi,11.0
81,Nacional 1976 - Grupo C,22.0,Aldosivi,0,3,Huracan,11.0
82,Superliga 2019/20 - Fecha 15,22.0,Aldosivi,0,0,Independiente,12.0
83,Superliga 2018/19 - Fecha 22,22.0,Independiente,2,0,Aldosivi,12.0
84,Campeonato 2016/17 - Fecha 26,22.0,Aldosivi,0,0,Independiente,12.0
85,Campeonato 2015 - Fecha 29,22.0,Aldosivi,1,0,Independiente,12.0
86,Nacional 1975 - Grupo B,22.0,Aldosivi,5,0,Juv. Alianza (SJ),144.0
87,Nacional 1975 - Grupo B,22.0,Juv. Alianza (SJ),1,2,Aldosivi,144.0
88,Superliga 2019/20 - Fecha 17,22.0,Aldosivi,2,0,Lanus,13.0
89,Superliga 2018/19 - Fecha 3,22.0,Lanus,0,1,Aldosivi,13.0
90,Campeonato 2016/17 - Fecha 4,22.0,Lanus,0,0,Aldosivi,13.0
91,Torneo 2016 - Fecha 14,22.0,Lanus,2,0,Aldosivi,13.0
92,Campeonato 2015 - Fecha 27,22.0,Aldosivi,3,1,Lanus,13.0
93,Superliga 2019/20 - Fecha 7,22.0,Newells,2,0,Aldosivi,14.0
94,Superliga 2018/19 - Fecha 13,22.0,Aldosivi,1,0,Newells,14.0
95,Campeonato 2016/17 - Fecha 21,22.0,Aldosivi,0,3,Newells,14.0
96,Torneo 2016 - Fecha 9,22.0,Newells,1,1,Aldosivi,14.0
97,Campeonato 2015 - Fecha 2,22.0,Aldosivi,0,1,Newells,14.0
98,Campeonato 2015 - Fecha 26,22.0,Nueva Chicago,3,1,Aldosivi,42.0
99,Campeonato 2016/17 - Fecha 30,22.0,Aldosivi,0,3,Olimpo,15.0
100,Campeonato 2016/17 - Fecha 24,22.0,Olimpo,2,0,Aldosivi,15.0
101,Torneo 2016 - Fecha 12,22.0,Olimpo,2,1,Aldosivi,15.0
102,Torneo 2016 - Fecha 1,22.0,Aldosivi,3,0,Olimpo,15.0
103,Campeonato 2015 - Fecha 17,22.0,Olimpo,3,1,Aldosivi,15.0
104,Liga 2021 - Fecha 1,22.0,Aldosivi,0,2,Patronato,34.0
105,Superliga 2019/20 - Fecha 6,22.0,Aldosivi,1,1,Patronato,34.0
106,Superliga 2018/19 - Fecha 19,22.0,Patronato,0,0,Aldosivi,34.0
107,Campeonato 2016/17 - Fecha 13,22.0,Aldosivi,1,1,Patronato,34.0
108,Liga 2021 - Fecha 2,22.0,Platense,0,1,Aldosivi,45.0
109,Nacional 1976 - Grupo C,22.0,Platense,1,2,Aldosivi,45.0
110,Nacional 1976 - Grupo C,22.0,Aldosivi,1,1,Platense,45.0
111,Campeonato 2016/17 - Fecha 10,22.0,Quilmes,1,0,Aldosivi,16.0
112,Campeonato 2015 - Fecha 4,22.0,Aldosivi,1,1,Quilmes,16.0
113,Liga 2021 - Fecha 3,22.0,Aldosivi,0,2,Racing Club,17.0
114,Superliga 2019/20 - Fecha 9,22.0,Racing Club,2,0,Aldosivi,17.0
115,Superliga 2018/19 - Fecha 16,22.0,Aldosivi,1,3,Racing Club,17.0
116,Campeonato 2016/17 - Fecha 27,22.0,Racing Club,1,1,Aldosivi,17.0
117,Torneo 2016 - Fecha 10,22.0,Aldosivi,2,1,Racing Club,17.0
118,Campeonato 2015 - Fecha 14,22.0,Aldosivi,1,2,Racing Club,17.0
119,Nacional 1974 - Grupo C,22.0,Aldosivi,3,1,Racing Club,17.0
120,Nacional 1974 - Grupo C,22.0,Racing Club,3,1,Aldosivi,17.0
121,Superliga 2019/20 - Fecha 12,22.0,Aldosivi,1,2,River Plate,18.0
122,Superliga 2018/19 - Fecha 10,22.0,River Plate,1,0,Aldosivi,18.0
123,Campeonato 2016/17 - Fecha 29,22.0,River Plate,1,0,Aldosivi,18.0
124,Campeonato 2015 - Fecha 28,22.0,River Plate,1,1,Aldosivi,18.0
125,Liga 2021 - Fecha 4,22.0,Rosario Central,1,2,Aldosivi,35.0
126,Superliga 2019/20 - Fecha 14,22.0,Rosario Central,5,1,Aldosivi,35.0
127,Superliga 2018/19 - Fecha 17,22.0,Rosario Central,0,0,Aldosivi,35.0
128,Campeonato 2016/17 - Fecha 22,22.0,Rosario Central,2,0,Aldosivi,35.0
129,Campeonato 2015 - Fecha 16,22.0,Aldosivi,1,3,Rosario Central,35.0
130,Nacional 1976 - Grupo C,22.0,Rosario Central,3,2,Aldosivi,35.0
131,Nacional 1976 - Grupo C,22.0,Aldosivi,1,1,Rosario Central,35.0
132,Superliga 2019/20 - Fecha 22,22.0,Aldosivi,1,3,San Lorenzo,19.0
133,Superliga 2018/19 - Fecha 14,22.0,Aldosivi,2,2,San Lorenzo,19.0
134,Campeonato 2016/17 - Fecha 25,22.0,San Lorenzo,0,1,Aldosivi,19.0
135,Campeonato 2015 - Fecha 10,22.0,Aldosivi,1,0,San Lorenzo,19.0
136,Nacional 1975 - Grupo B,22.0,Aldosivi,0,2,San Lorenzo,19.0
137,Nacional 1975 - Grupo B,22.0,San Lorenzo,1,0,Aldosivi,19.0
138,Nacional 1974 - Grupo C,22.0,San Lorenzo,3,0,Aldosivi,19.0
139,Nacional 1974 - Grupo C,22.0,Aldosivi,0,3,San Lorenzo,19.0
140,Nacional 1976 - Fecha Intergrupo,22.0,San Lorenzo (MdP),1,1,Aldosivi,451.0
141,Nacional 1976 - Fecha Intergrupo,22.0,Aldosivi,3,1,San Lorenzo (MdP),451.0
142,Nacional 1974 - Fecha Intergrupo,22.0,San Lorenzo (MdP),2,3,Aldosivi,451.0
143,Nacional 1974 - Fecha Intergrupo,22.0,Aldosivi,1,1,San Lorenzo (MdP),451.0
144,Nacional 1976 - Grupo C,22.0,Aldosivi,2,5,San Martin (M),155.0
145,Nacional 1976 - Grupo C,22.0,San Martin (M),0,1,Aldosivi,155.0
146,Superliga 2018/19 - Fecha 18,22.0,Aldosivi,1,0,San Martin (SJ),36.0
147,Campeonato 2016/17 - Fecha 7,22.0,Aldosivi,1,2,San Martin (SJ),36.0
148,Torneo 2016 - Fecha 8,22.0,Aldosivi,2,2,San Martin (SJ),36.0
149,Campeonato 2015 - Fecha 22,22.0,Aldosivi,2,0,San Martin (SJ),36.0
150,Superliga 2018/19 - Fecha 8,22.0,Aldosivi,2,0,San Martin (T),37.0
151,Nacional 1974 - Grupo C,22.0,Aldosivi,1,1,San Martin (T),37.0
152,Nacional 1974 - Grupo C,22.0,San Martin (T),1,0,Aldosivi,37.0
153,Campeonato 2016/17 - Fecha 14,22.0,Sarmiento (J),0,2,Aldosivi,81.0
154,Campeonato 2015 - Fecha 3,22.0,Sarmiento (J),2,2,Aldosivi,81.0
155,Superliga 2019/20 - Fecha 5,22.0,Talleres (C),2,1,Aldosivi,52.0
156,Superliga 2018/19 - Fecha 12,22.0,Talleres (C),0,0,Aldosivi,52.0
157,Campeonato 2016/17 - Fecha 5,22.0,Aldosivi,2,1,Talleres (C),52.0
158,Campeonato 2016/17 - Fecha 18,22.0,Temperley,1,0,Aldosivi,76.0
159,Torneo 2016 - Fecha 6,22.0,Aldosivi,1,1,Temperley,76.0
160,Campeonato 2015 - Fecha 18,22.0,Aldosivi,0,0,Temperley,76.0
161,Superliga 2018/19 - Fecha 4,22.0,Aldosivi,0,2,Tigre,20.0
162,Campeonato 2016/17 - Fecha 12,22.0,Tigre,1,1,Aldosivi,20.0
163,Torneo 2016 - Fecha 16,22.0,Tigre,2,0,Aldosivi,20.0
164,Campeonato 2015 - Fecha 15,22.0,Tigre,2,1,Aldosivi,20.0
165,Superliga 2019/20 - Fecha 8,22.0,Aldosivi,1,2,Union,39.0
166,Superliga 2018/19 - Fecha 1,22.0,Union,1,0,Aldosivi,39.0
167,Campeonato 2016/17 - Fecha 2,22.0,Union,0,0,Aldosivi,39.0
168,Torneo 2016 - Fecha 13,22.0,Aldosivi,1,1,Union,39.0
169,Campeonato 2015 - Liguilla Sudamericana,22.0,Union,1,2,Aldosivi,39.0
170,Campeonato 2015 - Fecha 6,22.0,Aldosivi,3,3,Union,39.0
171,Nacional 1976 - Grupo C,22.0,Aldosivi,1,4,Union,39.0
172,Nacional 1976 - Grupo C,22.0,Union,2,0,Aldosivi,39.0
173,Superliga 2019/20 - Fecha 18,22.0,Velez,1,1,Aldosivi,21.0
174,Superliga 2018/19 - Fecha 7,22.0,Velez,2,0,Aldosivi,21.0
175,Campeonato 2016/17 - Fecha 11,22.0,Aldosivi,0,0,Velez,21.0
176,Campeonato 2015 - Fecha 1,22.0,Velez,2,0,Aldosivi,21.0
177,Nacional 1976 - Grupo C,22.0,Aldosivi,0,0,Velez,21.0
178,Nacional 1976 - Grupo C,22.0,Velez,4,1,Aldosivi,21.0
179,Nacional 1979 - Grupo C,2.0,All Boys,4,1,Altos Hornos Zapla,131.0
180,Nacional 1979 - Grupo C,2.0,Altos Hornos Zapla,0,0,All Boys,131.0
181,Torneo Final 2014 - Fecha 6,2.0,All Boys,0,0,Argentinos,3.0
182,Torneo Inicial 2013 - Fecha 6,2.0,Argentinos,1,0,All Boys,3.0
183,Torneo Final 2013 - Fecha 7,2.0,Argentinos,1,0,All Boys,3.0
184,Torneo Inicial 2012 - Fecha 7,2.0,All Boys,0,1,Argentinos,3.0
185,Torneo Clausura 2012 - Fecha 18,2.0,Argentinos,1,0,All Boys,3.0
186,Torneo Apertura 2011 - Fecha 18,2.0,All Boys,1,0,Argentinos,3.0
187,Torneo Clausura 2011 - Fecha 12,2.0,All Boys,0,0,Argentinos,3.0
188,Torneo Apertura 2010 - Fecha 12,2.0,Argentinos,1,0,All Boys,3.0
189,Metropolitano 1980 - Fecha 33,2.0,Argentinos,3,3,All Boys,3.0
190,Metropolitano 1980 - Fecha 14,2.0,All Boys,0,0,Argentinos,3.0
191,Nacional 1979 - Grupo C,2.0,Argentinos,2,0,All Boys,3.0
192,Nacional 1979 - Grupo C,2.0,All Boys,0,0,Argentinos,3.0
193,Metropolitano 1978 - Fecha 39,2.0,Argentinos,1,0,All Boys,3.0
194,Metropolitano 1978 - Fecha 18,2.0,All Boys,1,1,Argentinos,3.0
195,Metropolitano 1977 - Fecha 40,2.0,Argentinos,3,2,All Boys,3.0
196,Metropolitano 1977 - Fecha 17,2.0,All Boys,3,4,Argentinos,3.0
197,Nacional 1977 - Grupo D,2.0,All Boys,0,1,Argentinos,3.0
198,Nacional 1977 - Grupo D,2.0,Argentinos,1,1,All Boys,3.0
199,Metropolitano 1976 - Grupo Descenso,2.0,All Boys,2,2,Argentinos,3.0
200,Metropolitano 1976 - Fecha Intergrupo,2.0,All Boys,0,2,Argentinos,3.0
201,Metropolitano 1976 - Fecha Intergrupo,2.0,Argentinos,2,0,All Boys,3.0
202,Nacional 1976 - Fecha Intergrupo,2.0,All Boys,4,1,Argentinos,3.0
203,Nacional 1976 - Fecha Intergrupo,2.0,Argentinos,3,0,All Boys,3.0
204,Metropolitano 1975 - Fecha 21,2.0,All Boys,3,1,Argentinos,3.0
205,Metropolitano 1975 - Fecha 2,2.0,Argentinos,2,0,All Boys,3.0
206,Nacional 1975 - Fecha Intergrupo,2.0,All Boys,3,3,Argentinos,3.0
207,Nacional 1975 - Fecha Intergrupo,2.0,Argentinos,2,1,All Boys,3.0
208,Metropolitano 1974 - Fecha Intergrupo,2.0,Argentinos,2,1,All Boys,3.0
209,Metropolitano 1974 - Fecha Intergrupo,2.0,All Boys,3,0,Argentinos,3.0
210,Nacional 1974 - Fecha Intergrupo,2.0,All Boys,1,1,Argentinos,3.0
211,Nacional 1974 - Fecha Intergrupo,2.0,Argentinos,0,0,All Boys,3.0
212,Metropolitano 1973 - Fecha 21,2.0,Argentinos,0,0,All Boys,3.0
213,Metropolitano 1973 - Fecha 3,2.0,All Boys,1,3,Argentinos,3.0
214,Nacional 1973 - Fecha Intergrupo,2.0,All Boys,1,3,Argentinos,3.0
215,Torneo Final 2014 - Fecha 14,2.0,All Boys,1,1,Arsenal,4.0
216,Torneo Inicial 2013 - Fecha 14,2.0,Arsenal,1,1,All Boys,4.0
217,Torneo Final 2013 - Fecha 19,2.0,Arsenal,4,0,All Boys,4.0
218,Torneo Inicial 2012 - Fecha 19,2.0,All Boys,0,1,Arsenal,4.0
219,Torneo Clausura 2012 - Fecha 8,2.0,All Boys,0,2,Arsenal,4.0
220,Torneo Apertura 2011 - Fecha 8,2.0,Arsenal,1,2,All Boys,4.0
221,Torneo Clausura 2011 - Fecha 14,2.0,All Boys,1,0,Arsenal,4.0
222,Torneo Apertura 2010 - Fecha 14,2.0,Arsenal,0,0,All Boys,4.0
223,Nacional 1978 - Grupo A,2.0,Atl Ledesma (J),0,0,All Boys,441.0
224,Nacional 1978 - Grupo A,2.0,All Boys,2,2,Atl Ledesma (J),441.0
225,Nacional 1977 - Grupo D,2.0,Atl Ledesma (J),4,1,All Boys,441.0
226,Nacional 1977 - Grupo D,2.0,All Boys,2,0,Atl Ledesma (J),441.0
227,Torneo Final 2014 - Fecha 1,2.0,Atl Rafaela,1,1,All Boys,24.0
228,Torneo Inicial 2013 - Fecha 1,2.0,All Boys,1,1,Atl Rafaela,24.0
229,Torneo Final 2013 - Fecha 6,2.0,All Boys,2,1,Atl Rafaela,24.0
230,Torneo Inicial 2012 - Fecha 6,2.0,Atl Rafaela,2,1,All Boys,24.0
231,Torneo Clausura 2012 - Fecha 3,2.0,Atl Rafaela,0,1,All Boys,24.0
232,Torneo Apertura 2011 - Fecha 3,2.0,All Boys,1,2,Atl Rafaela,24.0
233,Nacional 1979 - Grupo C,2.0,All Boys,1,0,Atl Tucuman,25.0
234,Nacional 1979 - Grupo C,2.0,Atl Tucuman,1,1,All Boys,25.0
235,Metropolitano 1979 - Grupo B,2.0,Atlanta,1,1,All Boys,41.0
236,Metropolitano 1979 - Grupo B,2.0,All Boys,4,1,Atlanta,41.0
237,Metropolitano 1978 - Fecha 35,2.0,Atlanta,1,1,All Boys,41.0
238,Metropolitano 1978 - Fecha 14,2.0,All Boys,0,0,Atlanta,41.0
239,Metropolitano 1977 - Fecha 25,2.0,Atlanta,0,1,All Boys,41.0
240,Metropolitano 1977 - Fecha 2,2.0,All Boys,1,1,Atlanta,41.0
241,Nacional 1977 - Grupo D,2.0,Atlanta,3,0,All Boys,41.0
242,Nacional 1977 - Grupo D,2.0,All Boys,2,0,Atlanta,41.0
243,Metropolitano 1976 - Grupo Descenso,2.0,All Boys,2,2,Atlanta,41.0
244,Metropolitano 1976 - Grupo A,2.0,All Boys,1,2,Atlanta,41.0
245,Metropolitano 1976 - Grupo A,2.0,Atlanta,2,2,All Boys,41.0
246,Metropolitano 1975 - Fecha 35,2.0,Atlanta,1,0,All Boys,41.0
247,Metropolitano 1975 - Fecha 16,2.0,All Boys,3,1,Atlanta,41.0
248,Metropolitano 1974 - Grupo A,2.0,All Boys,1,0,Atlanta,41.0
249,Metropolitano 1974 - Grupo A,2.0,Atlanta,5,1,All Boys,41.0
250,Metropolitano 1973 - Fecha 22,2.0,Atlanta,2,2,All Boys,41.0
251,Metropolitano 1973 - Fecha 5,2.0,All Boys,0,2,Atlanta,41.0
252,Torneo Clausura 2012 - Fecha 7,2.0,Banfield,0,0,All Boys,5.0
253,Torneo Apertura 2011 - Fecha 7,2.0,All Boys,0,1,Banfield,5.0
254,Torneo Clausura 2011 - Fecha 17,2.0,Banfield,3,1,All Boys,5.0
255,Torneo Apertura 2010 - Fecha 17,2.0,All Boys,2,1,Banfield,5.0
256,Metropolitano 1978 - Fecha 25,2.0,All Boys,2,0,Banfield,5.0
257,Metropolitano 1978 - Fecha 4,2.0,Banfield,2,2,All Boys,5.0
258,Metropolitano 1977 - Fecha 45,2.0,All Boys,0,0,Banfield,5.0
259,Metropolitano 1977 - Fecha 22,2.0,Banfield,1,0,All Boys,5.0
260,Metropolitano 1976 - Grupo Descenso,2.0,Banfield,1,2,All Boys,5.0
261,Metropolitano 1976 - Grupo A,2.0,Banfield,1,0,All Boys,5.0
262,Metropolitano 1976 - Grupo A,2.0,All Boys,2,2,Banfield,5.0
263,Metropolitano 1975 - Fecha 29,2.0,All Boys,3,5,Banfield,5.0
264,Metropolitano 1975 - Fecha 10,2.0,Banfield,2,2,All Boys,5.0
265,Metropolitano 1974 - Grupo A,2.0,All Boys,1,0,Banfield,5.0
266,Metropolitano 1974 - Grupo A,2.0,Banfield,0,0,All Boys,5.0
267,Nacional 1974 - Grupo A,2.0,Banfield,4,2,All Boys,5.0
268,Nacional 1974 - Grupo A,2.0,All Boys,3,0,Banfield,5.0
269,Torneo Final 2014 - Fecha 19,2.0,All Boys,0,0,Belgrano,26.0
270,Torneo Inicial 2013 - Fecha 19,2.0,Belgrano,1,0,All Boys,26.0
271,Torneo Final 2013 - Fecha 11,2.0,Belgrano,0,1,All Boys,26.0
272,Torneo Inicial 2012 - Fecha 11,2.0,All Boys,1,0,Belgrano,26.0
273,Torneo Clausura 2012 - Fecha 1,2.0,Belgrano,0,0,All Boys,26.0
274,Torneo Apertura 2011 - Fecha 1,2.0,All Boys,1,1,Belgrano,26.0
275,Nacional 1977 - Grupo D,2.0,Belgrano,5,2,All Boys,26.0
276,Nacional 1977 - Grupo D,2.0,All Boys,1,1,Belgrano,26.0
277,Nacional 1974 - Grupo A,2.0,All Boys,0,2,Belgrano,26.0
278,Nacional 1974 - Grupo A,2.0,Belgrano,6,1,All Boys,26.0
279,Torneo Final 2014 - Fecha 17,2.0,All Boys,1,3,Boca Juniors,6.0
280,Torneo Inicial 2013 - Fecha 17,2.0,Boca Juniors,0,2,All Boys,6.0
281,Torneo Final 2013 - Fecha 3,2.0,All Boys,2,0,Boca Juniors,6.0
282,Torneo Inicial 2012 - Fecha 3,2.0,Boca Juniors,3,1,All Boys,6.0
283,Torneo Clausura 2012 - Fecha 19,2.0,All Boys,3,1,Boca Juniors,6.0
284,Torneo Apertura 2011 - Fecha 19,2.0,Boca Juniors,1,0,All Boys,6.0
285,Torneo Clausura 2011 - Fecha 3,2.0,Boca Juniors,0,0,All Boys,6.0
286,Torneo Apertura 2010 - Fecha 3,2.0,All Boys,2,0,Boca Juniors,6.0
287,Metropolitano 1980 - Fecha 38,2.0,All Boys,0,1,Boca Juniors,6.0
288,Metropolitano 1980 - Fecha 19,2.0,Boca Juniors,1,1,All Boys,6.0
289,Metropolitano 1979 - Grupo B,2.0,All Boys,1,0,Boca Juniors,6.0
290,Metropolitano 1979 - Grupo B,2.0,Boca Juniors,2,0,All Boys,6.0
291,Metropolitano 1978 - Fecha 34,2.0,All Boys,0,0,Boca Juniors,6.0
292,Metropolitano 1978 - Fecha 13,2.0,Boca Juniors,3,0,All Boys,6.0
293,Metropolitano 1977 - Fecha 31,2.0,All Boys,1,0,Boca Juniors,6.0
294,Metropolitano 1977 - Fecha 8,2.0,Boca Juniors,5,1,All Boys,6.0
295,Metropolitano 1976 - Grupo A,2.0,All Boys,1,2,Boca Juniors,6.0
296,Metropolitano 1976 - Grupo A,2.0,Boca Juniors,2,0,All Boys,6.0
297,Metropolitano 1975 - Fecha 37,2.0,Boca Juniors,7,0,All Boys,6.0
298,Metropolitano 1975 - Fecha 18,2.0,All Boys,1,2,Boca Juniors,6.0
299,Nacional 1974 - Grupo A,2.0,Boca Juniors,2,1,All Boys,6.0
300,Nacional 1974 - Grupo A,2.0,All Boys,1,1,Boca Juniors,6.0
301,Metropolitano 1973 - Fecha 19,2.0,All Boys,1,7,Boca Juniors,6.0
302,Metropolitano 1973 - Fecha 2,2.0,Boca Juniors,3,1,All Boys,6.0
303,Nacional 1974 - Grupo A,2.0,All Boys,1,3,Central Norte (S),47.0
304,Nacional 1974 - Grupo A,2.0,Central Norte (S),1,0,All Boys,47.0
305,Metropolitano 1979 - Grupo B,2.0,Chacarita,0,0,All Boys,28.0
306,Metropolitano 1979 - Grupo B,2.0,All Boys,2,1,Chacarita,28.0
307,Metropolitano 1978 - Fecha 26,2.0,Chacarita,1,0,All Boys,28.0
308,Metropolitano 1978 - Fecha 5,2.0,All Boys,1,0,Chacarita,28.0
309,Metropolitano 1977 - Fecha 37,2.0,All Boys,0,0,Chacarita,28.0
310,Metropolitano 1977 - Fecha 14,2.0,Chacarita,3,2,All Boys,28.0
311,Metropolitano 1976 - Grupo Descenso,2.0,All Boys,1,1,Chacarita,28.0
312,Metropolitano 1975 - Fecha 26,2.0,Chacarita,1,0,All Boys,28.0
313,Metropolitano 1975 - Fecha 7,2.0,All Boys,3,3,Chacarita,28.0
